id,sex,weight,height,bmi
M50908,Male,81.65,1.9,22.5
M50909,Male,127.01,1.83,37.97
M50914,Male,80.74,1.83,24.14
M50918,Male,54.43,1.73,18.25
M50919,Male,72.57,1.68,25.82
M50920,Male,78.02,1.83,23.33
M50924,Male,73.48,1.68,26.15
M50926,Male,90.72,1.75,29.53
M50929,Male,95.25,1.9,26.25
M50933,Male,86.18,1.7,29.76
M50937,Male,104.33,1.85,30.34
M50946,Male,80.74,1.65,29.62
M50948,Male,104.33,1.7,36.02
M50952,Male,97.98,1.68,34.86
M50953,Male,86.64,1.68,30.83
M50955,Male,85.28,1.65,31.28
M50956,Male,88.45,1.73,29.65
M50957,Male,81.65,1.78,25.83
M50958,Male,113.4,1.73,38.01
M50960,Male,104.33,1.93,28.0
M50963,Male,128.82,1.63,48.75
M50965,Male,76.2,1.78,24.11
M50968,Male,79.38,1.65,29.12
M50970,Male,85.28,1.73,28.58
M50971,Male,88.45,1.83,26.45
M50975,Male,65.77,1.75,21.41
M50983,Male,78.02,1.6,30.47
M50984,Male,90.72,1.75,29.53
M50985,Male,127.01,1.68,45.19
M50988,Male,136.08,1.83,40.69
M50995,Male,72.57,1.83,21.7
M50997,Male,79.38,1.78,25.11
M50999,Male,70.31,1.68,25.02
M51005,Male,,,
M51006,Male,63.5,1.7,21.93
M51007,Male,74.39,1.63,28.15
M51011,Male,74.84,1.78,23.67
M51014,Male,73.94,1.78,23.39
M51016,Male,90.72,1.83,27.12
M51017,Male,74.84,1.75,24.37
M51019,Male,78.02,1.8,23.99
M51021,Male,104.33,1.8,32.08
M51024,Male,71.21,1.78,22.53
M51025,Male,95.25,1.68,33.89
M51029,Male,86.64,1.75,28.21
M51042,Male,83.01,1.7,28.66
M51050,Male,74.84,1.52,32.22
M51053,Male,99.79,1.73,33.45
M51056,Male,81.65,1.63,30.9
M51057,Male,83.91,1.8,25.8
M51059,Male,85.73,1.83,25.63
M51062,Male,83.91,1.73,28.13
M51063,Male,79.38,1.7,27.41
M51068,Male,113.4,1.88,32.1
M51076,Male,84.82,1.73,28.43
M51077,Male,69.85,1.75,22.74
M51081,Male,86.18,1.78,27.26
M51084,Male,64.86,1.85,18.87
M51089,Male,78.02,1.83,23.33
M51093,Male,90.26,1.75,29.39
M51095,Male,73.48,1.73,24.63
M51096,Male,81.65,1.73,27.37
M51097,Male,68.04,1.78,21.52
M51098,Male,82.1,1.8,25.24
M51105,Male,88.0,1.75,28.65
M51111,Male,58.97,1.75,19.2
M51116,Male,78.93,1.85,22.96
M51121,Male,80.29,1.63,30.38
M51123,Male,75.3,1.7,26.0
M51125,Male,81.65,1.73,27.37
M51126,Male,81.19,1.8,24.97
M51128,Male,86.18,1.83,25.77
M51129,Male,87.54,1.75,28.5
M51135,Male,79.83,1.73,26.76
M51141,Male,86.18,1.73,28.89
M51147,Male,79.38,1.65,29.12
M51148,Male,68.04,1.85,19.79
M51150,Male,77.11,1.75,25.1
M51151,Male,81.65,1.93,21.91
M51152,Male,72.57,1.7,25.06
M51154,Male,68.04,1.8,20.92
M51156,Male,81.65,1.85,23.75
M51157,Male,77.11,1.75,25.1
M51160,Male,77.11,1.7,26.63
M51162,Male,90.26,1.78,28.55
M51163,Male,68.04,1.73,22.81
M51166,Male,92.99,1.83,27.8
M51169,Male,95.25,1.8,29.29
M51171,Male,88.45,1.8,27.2
M51174,Male,88.45,1.9,24.37
M51184,Male,86.18,1.7,29.76
M51187,Male,86.18,1.85,25.07
M51189,Male,108.86,1.8,33.47
M51190,Male,72.57,1.75,23.63
M51191,Male,92.99,1.75,30.27
M51194,Male,134.26,1.83,40.14
M51196,Male,79.38,1.73,26.61
M51199,Male,77.11,1.78,24.39
M51202,Male,70.31,1.73,23.57
M51203,Male,99.79,1.83,29.84
M51210,Male,78.93,1.7,27.25
M51212,Male,68.04,1.75,22.15
M51216,Male,68.04,1.75,22.15
M51218,Male,81.65,1.73,27.37
M51220,Male,79.38,1.65,29.12
M51223,Male,122.47,1.68,43.58
M51225,Male,83.91,1.7,28.97
M51228,Male,86.18,1.83,25.77
M51230,Male,76.66,1.68,27.28
M51232,Male,73.48,1.75,23.92
M51233,Male,96.16,1.78,30.42
M51234,Male,86.18,1.68,30.67
M51235,Male,73.03,1.73,24.48
M51239,Male,83.91,1.75,27.32
M51244,Male,72.57,1.78,22.96
M51245,Male,90.72,1.85,26.39
M51249,Male,86.18,1.7,29.76
M51256,Male,147.42,1.88,41.73
M51258,Male,64.86,1.68,23.08
M51259,Male,88.45,1.8,27.2
M51263,Male,59.42,1.65,21.8
M51265,Male,90.72,1.85,26.39
M51266,Male,83.91,1.68,29.86
M51271,Male,83.91,1.8,25.8
M51273,Male,81.65,1.7,28.19
M51274,Male,73.48,1.73,24.63
M51281,Male,86.18,1.83,25.77
M51283,Male,79.83,1.7,27.57
M51284,Male,113.4,1.9,31.25
M51285,Male,78.02,1.75,25.4
M51288,Male,68.04,1.78,21.52
M51289,Male,82.1,1.75,26.73
M51290,Male,81.65,1.7,28.19
M51291,Male,68.04,1.73,22.81
M51295,Male,81.65,1.93,21.91
M51297,Male,77.11,1.83,23.06
M51298,Male,101.6,1.85,29.55
M51300,Male,104.33,1.8,32.08
M51302,Male,65.77,1.73,22.05
M51306,Male,83.91,1.7,28.97
M51309,Male,77.11,1.7,26.63
M51312,Male,77.11,1.78,24.39
M51315,Male,70.31,1.73,23.57
M51316,Male,88.9,1.78,28.12
M51320,Male,88.9,1.73,29.8
M51324,Male,81.65,1.83,24.41
M51326,Male,79.38,1.73,26.61
M51332,Male,99.79,1.75,32.49
M51339,Male,95.25,1.88,26.96
M51341,Male,72.57,1.83,21.7
M51344,Male,86.18,1.75,28.06
M51347,Male,65.32,1.85,19.0
M51351,Male,77.11,2.11,17.35
M51352,Male,58.97,1.63,22.31
M51358,Male,77.11,1.75,25.1
M51364,Male,102.06,1.75,33.23
M51365,Male,81.65,1.6,31.89
M51366,Male,63.5,1.75,20.67
M51371,Male,63.5,1.68,22.6
M51372,Male,77.11,1.8,23.71
M51373,Male,74.84,1.7,25.84
M51374,Male,63.5,1.73,21.29
M51375,Male,70.31,1.78,22.24
M51376,Male,68.04,1.68,24.21
M51377,Male,117.93,1.7,40.72
M51378,Male,83.91,1.7,28.97
M51382,Male,81.65,1.65,29.95
M51385,Male,72.57,1.7,25.06
M51390,Male,89.81,1.85,26.12
M51396,Male,100.7,1.96,26.33
M51399,Male,83.91,1.73,28.13
M51400,Male,,,
M51401,Male,72.57,1.9,20.0
M51402,Male,68.04,1.75,22.15
M51416,Male,95.25,1.85,27.71
M51417,Male,77.11,1.75,25.1
M51422,Male,72.57,1.6,28.34
M51425,Male,78.47,1.65,28.79
M51426,Male,102.06,1.8,31.38
M51434,Male,68.04,1.75,22.15
M51437,Male,80.74,1.75,26.29
M51438,Male,68.04,1.88,19.26
M51443,Male,72.57,1.73,24.33
M51445,Male,111.13,1.85,32.32
M51447,Male,99.79,1.78,31.57
M51449,Male,79.83,1.78,25.25
M51452,Male,75.3,1.73,25.24
M51453,Male,113.4,1.73,38.01
M51454,Male,68.04,1.78,21.52
M51455,Male,72.57,1.68,25.82
M51456,Male,113.85,1.83,34.04
M51460,Male,88.0,1.85,25.59
M51465,Male,88.45,1.75,28.8
M51467,Male,115.67,2.06,27.33
M51469,Male,108.86,1.83,32.55
M51471,Male,61.23,1.68,21.79
M51473,Male,,,
M51474,Male,81.65,1.83,24.41
M51476,Male,149.69,1.7,51.68
M51477,Male,86.18,1.78,27.26
M51478,Male,72.57,1.65,26.63
M51479,Male,68.04,1.65,24.96
M51482,Male,81.65,1.9,22.5
M51484,Male,90.72,1.63,34.33
M51485,Male,68.04,1.8,20.92
M51486,Male,70.31,1.73,23.57
M51487,Male,99.79,1.78,31.57
M51490,Male,65.32,1.6,25.51
M51493,Male,78.02,1.78,24.68
M51499,Male,70.31,1.73,23.57
M51500,Male,74.39,1.7,25.69
M51501,Male,131.54,1.8,40.45
M51502,Male,86.18,1.52,37.11
M51510,Male,77.11,1.65,28.29
M51514,Male,77.11,1.83,23.06
M51515,Male,61.23,1.7,21.14
M51516,Male,72.57,1.78,22.96
M51526,Male,92.99,1.78,29.41
M51528,Male,99.34,1.73,33.3
M51529,Male,90.26,1.73,30.26
M51530,Male,104.33,1.9,28.75
M51536,Male,83.91,1.78,26.54
M51537,Male,106.59,1.96,27.87
M51538,Male,92.99,1.8,28.59
M51540,Male,63.5,1.65,23.3
M51541,Male,86.18,1.88,24.39
M51542,Male,73.48,1.83,21.97
M51545,Male,79.38,1.78,25.11
M51548,Male,63.5,1.68,22.6
M51553,Male,61.23,1.73,20.53
M51554,Male,72.57,1.78,22.96
M51557,Male,108.86,1.9,30.0
M51570,Male,72.57,1.8,22.32
M51572,Male,89.36,1.83,26.72
M51577,Male,77.11,1.75,25.1
M51580,Male,102.06,1.88,28.89
M51581,Male,92.99,1.73,31.17
M51584,Male,86.18,1.8,26.5
M51585,Male,71.21,1.78,22.53
M51586,Male,78.02,1.8,23.99
M51597,Male,88.45,1.83,26.45
M51598,Male,95.25,1.88,26.96
M51601,Male,90.72,1.9,25.0
M51605,Male,88.9,1.9,24.5
M51608,Male,93.44,1.65,34.28
M51609,Male,71.67,1.75,23.33
M51613,Male,131.54,1.85,38.26
M51614,Male,98.43,1.83,29.43
M51621,Male,86.18,1.65,31.62
M51624,Male,74.84,1.8,23.01
M51629,Male,65.77,1.78,20.81
M51633,Male,65.77,1.7,22.71
M51638,Male,85.28,1.78,26.97
M51640,Male,68.04,1.65,24.96
M51641,Male,92.08,1.65,33.78
M51644,Male,85.73,1.52,36.91
M51645,Male,99.79,1.78,31.57
M51649,Male,97.52,1.85,28.37
M51650,Male,81.65,1.7,28.19
M51653,Male,86.18,1.96,22.53
M51654,Male,112.94,1.73,37.86
M51657,Male,111.13,1.8,34.17
M51658,Male,74.84,1.68,26.63
M51660,Male,68.04,1.78,21.52
M51661,Male,80.74,1.7,27.88
M51663,Male,81.65,1.78,25.83
M51665,Male,108.86,1.93,29.21
M51666,Male,92.99,1.96,24.31
M51669,Male,63.5,1.73,21.29
M51670,Male,86.18,1.88,24.39
M51671,Male,113.4,1.83,33.91
M51675,Male,78.02,1.68,27.76
M51683,Male,58.51,1.65,21.47
M51686,Male,95.25,1.75,31.01
M51688,Male,83.91,1.8,25.8
M51689,Male,74.84,1.85,21.77
M51690,Male,89.81,1.78,28.41
M51691,Male,74.84,1.78,23.67
M51692,Male,72.57,1.65,26.63
M51693,Male,111.13,1.85,32.32
M51697,Male,72.57,1.65,26.63
M51698,Male,68.04,1.83,20.34
M51699,Male,65.77,1.83,19.67
M51702,Male,63.5,1.85,18.47
M51704,Male,80.74,1.7,27.88
M51705,Male,90.72,1.75,29.53
M51707,Male,149.69,1.83,44.76
M51713,Male,81.65,1.9,22.5
M51715,Male,68.04,1.7,23.49
M51717,Male,61.23,1.68,21.79
M51721,Male,86.18,1.9,23.75
M51722,Male,68.49,1.78,21.67
M51727,Male,97.52,1.83,29.16
M51729,Male,58.06,1.68,20.66
M51735,Male,81.65,1.8,25.1
M51736,Male,81.65,1.83,24.41
M51740,Male,81.65,1.83,24.41
M51746,Male,64.41,1.8,19.8
M51748,Male,69.4,1.78,21.95
M51752,Male,83.91,1.78,26.54
M51753,Male,81.65,1.7,28.19
M51754,Male,63.5,1.65,23.3
M51759,Male,104.78,1.88,29.66
M51763,Male,68.04,1.7,23.49
M51766,Male,86.18,1.88,24.39
M51775,Male,78.93,1.7,27.25
M51777,Male,85.73,1.8,26.36
M51780,Male,83.91,1.78,26.54
M51786,Male,72.57,1.63,27.46
M51787,Male,79.38,1.83,23.73
M51788,Male,81.65,1.75,26.58
M51790,Male,83.91,1.7,28.97
M51792,Male,90.26,1.9,24.87
M51793,Male,127.01,1.8,39.05
M51798,Male,63.5,1.65,23.3
M51800,Male,90.72,1.7,31.32
M51801,Male,73.48,1.7,25.37
M51805,Male,81.19,1.65,29.79
M51808,Male,65.77,1.8,20.22
M51809,Male,63.5,1.7,21.93
M51810,Male,81.65,1.75,26.58
M51811,Male,79.38,1.88,22.47
M51812,Male,111.13,1.83,33.23
M51814,Male,72.57,1.65,26.63
M51817,Male,88.45,1.88,25.04
M51818,Male,65.77,1.65,24.13
M51828,Male,86.18,1.85,25.07
M51829,Male,83.91,1.9,23.12
M51831,Male,93.44,1.75,30.42
M51834,Male,83.91,1.78,26.54
M51836,Male,77.11,1.83,23.06
M51837,Male,102.06,1.88,28.89
M51838,Male,120.2,1.68,42.77
M51839,Male,113.4,1.7,39.16
M51841,Male,76.2,1.85,22.16
M51842,Male,81.65,1.85,23.75
M51847,Male,68.04,1.78,21.52
M51848,Male,85.28,1.7,29.44
M51852,Male,62.14,1.68,22.11
M51854,Male,86.18,1.78,27.26
M51855,Male,127.01,1.75,41.35
M51856,Male,83.91,1.68,29.86
M51857,Male,108.86,1.8,33.47
M51861,Male,106.59,1.78,33.72
M51862,Male,58.97,1.52,25.39
M51863,Male,88.45,1.83,26.45
M51864,Male,81.65,1.7,28.19
M51866,Male,90.26,1.7,31.17
M51868,Male,85.73,1.8,26.36
M51874,Male,90.72,1.88,25.68
M51878,Male,72.57,1.73,24.33
M51882,Male,77.11,1.78,24.39
M51887,Male,73.94,1.75,24.07
M51888,Male,95.25,1.88,26.96
M51894,Male,83.91,1.78,26.54
M51905,Male,86.18,1.68,30.67
M51909,Male,93.89,1.65,34.45
M51910,Male,72.57,1.75,23.63
M51915,Male,72.57,1.8,22.32
M51917,Male,68.04,1.78,21.52
M51919,Male,65.77,1.7,22.71
M51920,Male,68.04,1.68,24.21
M51922,Male,90.72,1.8,27.89
M51923,Male,91.17,1.73,30.56
M51924,Male,77.11,1.9,21.25
M51928,Male,83.91,1.9,23.12
M51929,Male,84.82,1.85,24.67
M51930,Male,72.57,1.9,20.0
M51932,Male,83.91,1.8,25.8
M51933,Male,67.13,1.65,24.63
M51940,Male,68.04,1.83,20.34
M51944,Male,99.79,1.88,28.25
M51945,Male,104.33,1.85,30.34
M51947,Male,72.57,1.75,23.63
M51948,Male,111.13,1.9,30.62
M51950,Male,87.09,1.88,24.65
M51951,Male,86.18,1.73,28.89
M51952,Male,90.72,1.75,29.53
M51954,Male,88.9,1.8,27.34
M51956,Male,88.45,1.8,27.2
M51959,Male,90.72,1.75,29.53
M51966,Male,90.26,1.83,26.99
M51968,Male,95.25,1.78,30.13
M51973,Male,78.02,1.78,24.68
M51976,Male,104.33,1.9,28.75
M51980,Male,74.84,1.78,23.67
M51982,Male,83.91,1.78,26.54
M51987,Male,77.11,1.75,25.1
M51988,Male,136.08,1.88,38.52
M51989,Male,81.65,1.78,25.83
M51990,Male,79.38,1.78,25.11
M51991,Male,86.64,1.8,26.64
M51999,Male,70.31,1.7,24.28
M52003,Male,83.91,1.83,25.09
M52005,Male,56.7,1.6,22.14
M52009,Male,86.18,1.57,34.75
M52012,Male,148.78,1.83,44.48
M52013,Male,86.18,1.83,25.77
M52014,Male,83.46,1.75,27.17
M52016,Male,65.77,1.8,20.22
M52019,Male,90.72,1.83,27.12
M52022,Male,81.65,1.78,25.83
M52027,Male,63.5,1.8,19.53
M52028,Male,74.39,1.55,30.99
M52035,Male,77.11,1.65,28.29
M52036,Male,90.72,1.85,26.39
M52037,Male,112.49,1.78,35.58
M52039,Male,79.38,1.75,25.84
M52040,Male,129.27,1.88,36.59
M52042,Male,108.86,1.8,33.47
M52043,Male,65.77,1.83,19.67
M52046,Male,64.41,1.8,19.8
M52047,Male,65.77,1.7,22.71
M52049,Male,78.02,1.73,26.15
M52056,Male,73.94,1.8,22.73
M52057,Male,120.66,1.75,39.28
M52060,Male,58.97,1.63,22.31
M52061,Male,88.45,1.75,28.8
M52066,Male,97.07,1.78,30.71
M52068,Male,82.1,1.88,23.24
M52071,Male,81.65,1.68,29.05
M52076,Male,90.72,1.7,31.32
M52078,Male,91.17,1.78,28.84
M52079,Male,122.47,1.83,36.62
M52083,Male,95.25,1.9,26.25
M52084,Male,102.06,1.88,28.89
M52088,Male,64.41,1.73,21.59
M52089,Male,76.66,1.73,25.7
M52090,Male,83.01,1.78,26.26
M52097,Male,86.18,1.83,25.77
M52098,Male,140.61,1.96,36.76
M52099,Male,99.79,1.73,33.45
M52101,Male,80.74,1.8,24.83
M52103,Male,99.79,1.78,31.57
M52105,Male,74.39,1.75,24.22
M52106,Male,86.18,1.88,24.39
M52108,Male,54.43,1.65,19.97
M52109,Male,72.57,1.8,22.32
M52114,Male,118.84,1.63,44.97
M52115,Male,90.72,1.85,26.39
M52117,Male,70.31,1.75,22.89
M52118,Male,77.11,1.85,22.43
M52122,Male,113.4,1.85,32.98
M52128,Male,77.11,1.63,29.18
M52129,Male,77.11,1.65,28.29
M52130,Male,72.57,1.7,25.06
M52133,Male,54.43,1.73,18.25
M52138,Male,74.84,1.75,24.37
M52139,Male,78.02,1.73,26.15
M52142,Male,80.29,1.8,24.69
M52146,Male,59.87,1.6,23.38
M52148,Male,99.79,1.93,26.78
M52149,Male,62.6,1.8,19.25
M52150,Male,77.11,1.68,27.44
M52154,Male,72.57,1.8,22.32
M52156,Male,109.77,1.75,35.74
M52157,Male,76.2,1.78,24.11
M52159,Male,72.57,1.68,25.82
M52160,Male,87.54,1.68,31.15
M52163,Male,79.38,1.83,23.73
M52170,Male,113.4,1.93,30.43
M52172,Male,68.04,1.73,22.81
M52175,Male,83.46,1.68,29.7
M52176,Male,92.53,1.7,31.95
M52178,Male,65.77,1.7,22.71
M52179,Male,74.84,1.75,24.37
M52180,Male,88.9,1.65,32.62
M52187,Male,83.01,1.65,30.45
M52189,Male,61.23,1.75,19.94
M52191,Male,77.11,1.68,27.44
M52195,Male,65.77,1.73,22.05
M52201,Male,67.13,1.85,19.53
M52204,Male,54.88,1.6,21.43
M52208,Male,76.66,1.85,22.3
M52210,Male,83.91,1.7,28.97
M52213,Male,83.91,1.73,28.13
M52214,Male,102.06,1.78,32.28
M52219,Male,76.66,1.6,29.94
M52228,Male,65.77,1.73,22.05
M52232,Male,85.28,1.88,24.14
M52233,Male,131.54,1.9,36.25
M52234,Male,,,
M52236,Male,68.04,1.73,22.81
M52237,Male,96.16,1.78,30.42
M52239,Male,68.95,1.75,22.45
M52241,Male,127.01,1.73,42.57
M52243,Male,79.38,1.83,23.73
M52245,Male,111.13,1.78,35.15
M52246,Male,78.93,1.93,21.18
M52250,Male,86.18,1.7,29.76
M52254,Male,85.73,1.7,29.6
M52256,Male,74.84,1.75,24.37
M52257,Male,83.91,1.83,25.09
M52261,Male,68.04,1.75,22.15
M52262,Male,74.39,1.63,28.15
M52263,Male,63.5,1.57,25.61
M52264,Male,95.25,1.78,30.13
M52267,Male,68.04,1.8,20.92
M52270,Male,68.04,1.68,24.21
M52271,Male,74.84,1.78,23.67
M52272,Male,83.91,1.78,26.54
M52273,Male,103.42,1.8,31.8
M52276,Male,79.38,1.8,24.41
M52279,Male,74.84,1.75,24.37
M52280,Male,83.91,1.7,28.97
M52283,Male,104.33,1.8,32.08
M52284,Male,74.84,1.68,26.63
M52285,Male,92.53,1.85,26.91
M52291,Male,99.79,1.78,31.57
M52294,Male,86.64,1.75,28.21
M52295,Male,97.52,1.85,28.37
M52297,Male,90.72,1.68,32.28
M52303,Male,81.65,1.73,27.37
M52304,Male,72.57,1.75,23.63
M52308,Male,108.86,1.7,37.59
M52309,Male,74.84,1.85,21.77
M52313,Male,77.11,1.75,25.1
M52314,Male,83.91,1.73,28.13
M52316,Male,92.99,1.78,29.41
M52318,Male,89.36,1.8,27.48
M52319,Male,98.43,1.88,27.86
M52322,Male,77.11,1.73,25.85
M52324,Male,108.86,1.68,38.74
M52331,Male,79.83,1.83,23.87
M52338,Male,87.54,1.8,26.92
M52341,Male,63.5,1.65,23.3
M52343,Male,86.18,1.73,28.89
M52345,Male,81.65,1.78,25.83
M52347,Male,68.04,1.68,24.21
M52351,Male,88.45,1.8,27.2
M52355,Male,122.47,1.68,43.58
M52356,Male,83.01,1.75,27.02
M52358,Male,106.59,1.78,33.72
M52362,Male,86.18,1.88,24.39
M52364,Male,68.95,1.78,21.81
M52365,Male,113.4,1.78,35.87
M52366,Male,74.84,1.65,27.46
M52368,Male,106.59,1.8,32.78
M52369,Male,83.46,1.8,25.66
M52373,Male,75.75,1.78,23.96
M52374,Male,83.91,1.73,28.13
M52377,Male,70.31,1.78,22.24
M52381,Male,78.47,1.78,24.82
M52382,Male,68.04,1.75,22.15
M52387,Male,95.25,1.83,28.48
M52388,Male,138.8,1.75,45.19
M52390,Male,88.0,1.85,25.59
M52394,Male,77.11,1.7,26.63
M52395,Male,68.04,1.73,22.81
M52396,Male,90.72,1.75,29.53
M52397,Male,98.43,1.85,28.63
M52399,Male,87.09,1.78,27.55
M52401,Male,61.23,1.73,20.53
M52404,Male,81.65,1.7,28.19
M52406,Male,81.65,1.73,27.37
M52407,Male,81.65,1.68,29.05
M52408,Male,72.57,1.73,24.33
M52411,Male,68.04,1.68,24.21
M52419,Male,85.73,1.78,27.12
M52424,Male,63.5,1.75,20.67
M52425,Male,90.72,1.8,27.89
M52427,Male,79.38,1.75,25.84
M52429,Male,66.68,1.78,21.09
M52433,Male,65.77,1.7,22.71
M52434,Male,77.11,1.8,23.71
M52435,Male,56.7,1.65,20.8
M52438,Male,76.2,1.7,26.31
M52439,Male,94.35,1.8,29.01
M52440,Male,72.57,1.83,21.7
M52442,Male,83.91,1.83,25.09
M52447,Male,72.57,1.78,22.96
M52451,Male,77.11,1.8,23.71
M52454,Male,133.81,1.85,38.92
M52455,Male,68.04,1.85,19.79
M52457,Male,110.22,1.75,35.88
M52458,Male,95.25,1.73,31.93
M52459,Male,99.79,1.8,30.68
M52461,Male,86.18,1.7,29.76
M52462,Male,86.18,1.75,28.06
M52464,Male,99.79,1.7,34.46
M52465,Male,74.84,1.65,27.46
M52466,Male,74.84,1.8,23.01
M52471,Male,68.04,1.68,24.21
M52478,Male,97.52,1.7,33.67
M52479,Male,77.11,1.83,23.06
M52481,Male,115.67,1.78,36.59
M52483,Male,88.45,1.75,28.8
M52488,Male,70.76,1.75,23.04
M52490,Male,77.11,1.78,24.39
M52494,Male,90.72,1.7,31.32
M52503,Male,79.38,1.75,25.84
M52505,Male,90.72,1.73,30.41
M52507,Male,127.01,1.83,37.97
M52508,Male,92.53,1.65,33.95
M52512,Male,86.18,1.85,25.07
M52514,Male,127.01,1.9,35.0
M52515,Male,95.25,1.78,30.13
M52516,Male,75.75,1.78,23.96
M52518,Male,70.31,1.85,20.45
M52520,Male,95.25,1.7,32.89
M52521,Male,104.33,2.06,24.65
M52522,Male,63.5,1.83,18.99
M52523,Male,76.2,1.68,27.12
M52526,Male,105.23,1.75,34.26
M52531,Male,88.45,1.8,27.2
M52532,Male,68.04,1.73,22.81
M52533,Male,86.18,1.8,26.5
M52534,Male,68.04,1.57,27.44
M52536,Male,104.33,1.83,31.19
M52538,Male,88.0,1.7,30.38
M52540,Male,70.31,1.78,22.24
M52542,Male,83.91,1.68,29.86
M52543,Male,95.25,1.96,24.9
M52545,Male,110.22,1.83,32.96
M52551,Male,65.77,1.73,22.05
M52553,Male,143.79,1.88,40.7
M52554,Male,72.57,1.83,21.7
M52560,Male,76.2,1.73,25.54
M52561,Male,92.99,1.8,28.59
M52562,Male,78.02,1.73,26.15
M52568,Male,74.84,1.57,30.18
M52569,Male,92.99,1.8,28.59
M52571,Male,111.13,1.83,33.23
M52573,Male,104.33,1.83,31.19
M52576,Male,91.63,1.68,32.6
M52577,Male,87.09,1.83,26.04
M52578,Male,72.57,1.83,21.7
M52580,Male,94.35,1.85,27.44
M52582,Male,90.72,1.8,27.89
M52593,Male,72.57,1.68,25.82
M52595,Male,98.43,1.8,30.27
M52596,Male,68.04,1.68,24.21
M52601,Male,72.57,1.63,27.46
M52602,Male,56.7,1.57,22.86
M52603,Male,95.25,1.7,32.89
M52604,Male,68.04,1.7,23.49
M52608,Male,81.65,1.8,25.1
M52609,Male,61.23,1.63,23.17
M52611,Male,131.54,1.88,37.23
M52613,Male,65.77,1.78,20.81
M52620,Male,70.31,1.83,21.02
M52623,Male,83.91,1.73,28.13
M52624,Male,83.91,1.8,25.8
M52629,Male,65.77,1.8,20.22
M52635,Male,82.55,1.78,26.11
M52638,Male,83.46,1.73,27.98
M52639,Male,73.48,1.78,23.24
M52640,Male,86.18,1.88,24.39
M52642,Male,88.9,1.85,25.86
M52648,Male,77.11,1.83,23.06
M52650,Male,63.5,1.73,21.29
M52652,Male,108.86,1.63,41.2
M52653,Male,86.64,1.8,26.64
M52654,Male,81.65,1.75,26.58
M52655,Male,63.5,1.57,25.61
M52657,Male,92.53,1.73,31.02
M52660,Male,104.33,1.83,31.19
M52661,Male,72.57,1.68,25.82
M52662,Male,73.48,1.68,26.15
M52664,Male,68.04,1.75,22.15
M52666,Male,68.04,1.68,24.21
M52669,Male,63.5,1.73,21.29
M52670,Male,58.97,1.8,18.13
M52672,Male,72.57,1.83,21.7
M52675,Male,90.72,1.9,25.0
M52680,Male,61.23,1.7,21.14
M52681,Male,104.33,1.8,32.08
M52685,Male,58.97,1.68,20.98
M52689,Male,77.11,1.75,25.1
M52695,Male,112.49,1.85,32.72
M52699,Male,133.81,1.7,46.2
M52700,Male,93.44,1.78,29.56
M52701,Male,90.72,1.75,29.53
M52702,Male,104.33,1.88,29.53
M52707,Male,95.25,1.8,29.29
M52708,Male,65.77,1.75,21.41
M52709,Male,68.04,1.8,20.92
M52710,Male,71.67,1.88,20.29
M52711,Male,102.06,1.85,29.68
M52712,Male,81.65,1.9,22.5
M52716,Male,108.86,1.8,33.47
M52717,Male,113.4,1.85,32.98
M52719,Male,56.7,1.52,24.41
M52733,Male,86.18,1.63,32.61
M52735,Male,81.65,1.9,22.5
M52737,Male,88.45,1.78,27.98
M52738,Male,58.97,1.57,23.78
M52745,Male,77.11,1.68,27.44
M52747,Male,72.57,1.8,22.32
M52750,Male,91.63,1.83,27.4
M52754,Male,127.01,2.01,31.54
M52757,Male,61.69,1.63,23.34
M52759,Male,81.65,1.68,29.05
M52760,Male,74.84,1.73,25.09
M52762,Male,66.22,1.65,24.3
M52766,Male,86.18,1.75,28.06
M52767,Male,88.45,1.73,29.65
M52768,Male,95.25,1.83,28.48
M52770,Male,79.38,1.68,28.25
M52774,Male,86.18,1.65,31.62
M52775,Male,64.41,1.75,20.97
M52777,Male,97.52,1.96,25.49
M52779,Male,98.43,1.85,28.63
M52780,Male,99.79,1.78,31.57
M52781,Male,64.41,1.8,19.8
M52789,Male,84.37,1.78,26.69
M52793,Male,61.23,1.78,19.37
M52798,Male,111.13,1.73,37.25
M52800,Male,71.21,1.75,23.18
M52802,Male,71.21,1.7,24.59
M52803,Male,80.74,1.85,23.48
M52804,Male,81.65,1.73,27.37
M52805,Male,70.76,1.73,23.72
M52807,Male,99.79,1.65,36.61
M52808,Male,77.11,1.78,24.39
M52810,Male,77.11,1.65,28.29
M52811,Male,105.23,1.75,34.26
M52813,Male,78.47,1.7,27.1
M52822,Male,58.97,1.63,22.31
M52825,Male,68.04,1.7,23.49
M52827,Male,83.91,1.73,28.13
M52828,Male,68.04,1.75,22.15
M52835,Male,76.66,1.75,24.96
M52836,Male,104.33,1.83,31.19
M52837,Male,71.67,1.73,24.02
M52838,Male,83.91,1.7,28.97
M52839,Male,56.7,1.57,22.86
M52842,Male,58.97,1.73,19.77
M52845,Male,80.29,1.7,27.72
M52848,Male,63.5,1.73,21.29
M52850,Male,87.54,1.85,25.46
M52851,Male,81.65,1.78,25.83
M52857,Male,68.04,1.65,24.96
M52858,Male,102.06,1.7,35.24
M52859,Male,77.11,1.83,23.06
M52860,Male,64.41,1.7,22.24
M52861,Male,83.91,1.88,23.75
M52864,Male,86.18,1.83,25.77
